521,4.2000,2026-05-15 11:49:37.241138+00
522,1.0500,2026-05-15 11:49:49.326022+00
523,1.1200,2026-05-15 11:50:07.477174+00
524,1.0900,2026-05-15 11:50:19.572446+00
525,1.1700,2026-05-15 11:50:37.568771+00
526,2.9900,2026-05-15 11:51:01.697483+00
527,1.9900,2026-05-15 11:51:25.587341+00
528,2.1300,2026-05-15 11:51:43.750961+00
529,3.0300,2026-05-15 11:52:13.600104+00
530,19.3800,2026-05-15 11:53:07.201416+00
531,1.3600,2026-05-15 11:53:19.439464+00
532,1.0100,2026-05-15 11:53:37.626285+00
533,1.3000,2026-05-15 11:53:49.86147+00
534,1.2700,2026-05-15 11:54:07.917252+00
535,1.2300,2026-05-15 11:54:26.082597+00
536,2.0000,2026-05-15 11:54:50.058358+00
537,2.3200,2026-05-15 11:55:14.061436+00
538,4.8300,2026-05-15 11:55:43.819161+00
539,1.0100,2026-05-15 11:55:55.879014+00
540,1.7200,2026-05-15 11:56:19.989337+00
541,1.2800,2026-05-15 11:56:32.262361+00
542,1.2900,2026-05-15 11:56:50.524027+00
543,1.0600,2026-05-15 11:57:02.590805+00
544,4.2900,2026-05-15 11:57:32.529393+00
545,2.0000,2026-05-15 11:58:02.381348+00
546,1.0100,2026-05-15 11:58:14.472819+00
547,1.4000,2026-05-15 11:58:32.585046+00
548,0.0800,2026-05-15 11:59:26.331376+00
549,2.3400,2026-05-15 11:59:50.502072+00
550,22.0700,2026-05-15 12:00:43.924125+00
551,2.1900,2026-05-15 12:01:07.866868+00
552,1.9600,2026-05-15 12:01:32.096542+00
553,1.0600,2026-05-15 12:01:44.267264+00
554,91.9700,2026-05-15 12:02:55.356063+00
555,1.2000,2026-05-15 12:03:13.266385+00
556,6.0900,2026-05-15 12:03:49.062715+00
557,1.1900,2026-05-15 12:04:01.185172+00
558,2.0700,2026-05-15 12:04:25.172186+00
559,1.9500,2026-05-15 12:04:43.224934+00
